Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Reasons for the Emission of carbon Footprints,Solutions to take to combat the climate change
Guatemala,GTM,CO2 emissions (kt),EN.ATM.CO2E.KT,1345.789,1408.128,1382.459,1521.805,1771.161,1976.513,1741.825,1983.847,2141.528,2280.874,2299.209,2442.222,2709.913,2937.267,3069.279,3523.987,3311.301,3813.68,4129.042,4693.76,4510.41,3967.694,3626.663,3179.289,3421.311,3523.987,3700.003,3993.363,4125.375,4246.386,3930,4030,4830,5110,5430,6350,6190,6550,8290,8200,9420,9810,10470.0002670288,10539.999961853,10750,11529.9997329712,11520.0004577637,12409.9998474121,11239.9997711182,11850.0003814697,11439.9995803833,11739.9997711182,12149.9996185303,13000,13949.9998092651,16340.0001525879,17489.9997711182,16569.9996948242,18319.9996948242,19309.9994659424,19.62,"Carbon dioxide (CO?) emissions from fossil fuels and industry. Land use change is not included.

",deforestation and forest degradation
Guam,GUM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions (kt),EN.ATM.CO2E.KT,660.06,737.067,678.395,616.056,649.059,1078.098,1180.774,1323.787,1331.121,1367.791,1580.477,1499.803,1562.142,1804.164,1554.808,1826.166,1752.826,1899.506,2057.187,1521.805,1789.496,1800.497,1404.461,1246.78,1404.461,1419.129,1045.095,1309.119,1404.461,1184.441,1170,1140,1080,1090,1410,1530,1580,1720,1750,1740,1660,1640,1620.00000476837,1620.00000476837,1669.99995708466,1480.00001907349,1330.00004291534,1610.00001430511,1600.00002384186,1629.99999523163,1759.99999046326,1830.00004291534,2000,1980.00001907349,2059.99994277954,2079.99992370605,2480.00001907349,2470.00002861023,2589.99991416931,2849.99990463257,1.52,carbon emissions from forest degradation associated with mining in Guyana, eliminating routine flaring and decarbonizing its FPSOs
High income,HIC,CO2 emissions (kt),EN.ATM.CO2E.KT,5798977.20372845,5926072.78308397,6202366.43741081,6549112.08346592,6882065.0601966,7183789.36317948,7497295.74852158,7832862.90985669,8247889.56424048,8783274.52981661,9550102.45196562,9740081.78137089,10228525.3028489,10763972.563538,10510987.9569132,10168655.5463136,10734639.871362,10949354.5136089,11232112.0312077,11535393.7120138,11294922.1170733,10837684.2941668,10432965.4044695,10401082.7656708,10691195.2596032,10814460.6760657,10833128.4449077,11130699.7403617,11538242.6751786,11837259.2172527,11662286.2963047,11656549.4989739,11694563.437159,11780309.1623886,11968296.4571301,12144575.377248,12517640.7367679,12760770.6990916,12752185.9187442,12827141.973549,13129783.5523119,13202105.9884133,13108305.983246,13342351.4140652,13485505.855414,13527970.5580209,13470500.3813278,13639623.2814959,13368207.5169187,12615646.2491588,13142042.9644116,12916542.1642067,12770019.0698398,12855642.279629,12653466.0885723,12615686.7579972,12519131.1146485,12444379.3161073,12459854.4194265,12125558.4114817,,,
"Hong Kong SAR, China",HKG,CO2 emissions (kt),EN.ATM.CO2E.KT,2955.602,3373.64,3685.335,4250.053,4224.384,4807.437,5166.803,6057.884,6204.564,7759.372,8401.097,9160.166,9284.844,9295.845,10678.304,11019.335,12508.137,14231.627,15753.432,15885.444,16662.848,18690.699,19702.791,21015.577,22346.698,23014.092,25698.336,28272.57,29482.68,30348.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,carbon emissions come from electricity generation,"namely net-zero electricity generation, energy saving and green buildings, green transport and waste reduction"
Honduras,HND,CO2 emissions (kt),EN.ATM.CO2E.KT,616.056,737.067,700.397,711.398,722.399,751.735,806.74,876.413,1224.778,1177.107,1389.793,1331.121,1536.473,1510.804,1558.475,1668.485,1778.495,2002.182,2049.853,1932.509,2057.187,1822.499,1763.827,2002.182,1987.514,1906.84,1848.168,2174.531,2504.561,2728.248,2450,2450,2730,2900,3250,3870,3900,4040,4680,4750,4990,5800,6090.00015258789,6730.00001907349,7559.99994277954,6969.99979019165,7969.99979019165,8539.99996185303,8590.00015258789,8069.99969482422,8180.00030517578,8810.0004196167,9239.99977111816,9369.99988555908,9460.00003814697,9930.00030517578,9470.00026702881,9260.00022888184,10050.0001907349,10220.0002670288,10.63,"Carbon dioxide (CO?) emissions from fossil fuels and industry. Land use change is not included.

","Climate vulnerabilities, GHG emissions profile and mitigation"
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (kt),EN.ATM.CO2E.KT,19648.5311539373,20698.3191051718,20733.3120368796,21924.4303420286,23848.5445272693,27860.27643612,29061.9472843933,31668.6486629553,35410.46681204,39636.650749198,42971.7495342518,46155.2529199849,47319.949280619,50769.6689773542,51856.718913946,51764.2826948481,50418.4113447821,52219.06889281,54348.7993808266,55210.3049428194,59687.9153959238,58593.4705618041,59887.5776291753,60275.8097493867,58415.9930211361,62220.6677992074,54999.5503632761,61067.0637848651,66173.2405278354,70070.3515250047,61205.0312014777,63398.9803936245,62425.0309858958,59839.6799553369,60460.5713445656,63911.0989010989,67626.8604651163,72309.738052645,76239.2831587018,78957.3881932022,79670,83770,87950.0004611909,91999.9992921948,97029.9987867475,101850.00038147,110930.000200868,118309.999167919,124489.998966455,132840.000018477,144550.000779331,154510.000996292,165309.999532998,171799.999698997,181730.00151664,193649.999313057,204409.999832511,211419.999614358,222430.000245571,228720.002934337,,,
Croatia,HRV,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20340,14740,15040,15540,14870,15460,15260,17070,18530,18520,18040,19200,20280.0006866455,21610.0006103516,21100.0003814697,21450.0007629395,21610.0006103516,22879.9991607666,21729.9995422363,20309.9994659424,19459.9990844727,19030.0006866455,17409.9998474121,17010.0002288818,16239.9997711182,16600.0003814697,16879.9991607666,17409.9998474121,16430.0003051758,16520.0004577637,17.7,"Carbon dioxide (CO?) emissions from fossil fuels and industry. Land use change is not included.

", will contribute to the reduction of greenhouse gas emissions
Haiti,HTI,CO2 emissions (kt),EN.ATM.CO2E.KT,286.026,297.027,304.361,249.356,300.694,304.361,304.361,260.357,264.024,315.362,385.035,403.37,392.369,421.705,473.043,484.044,674.728,707.731,755.402,755.402,751.735,766.403,825.075,894.748,913.083,942.419,843.41,913.083,1023.093,1037.761,1020,1000,900,690,190,900,1060,1270,1310,1380,1470,1600,1830.00004291534,1809.99994277954,1669.99995708466,1700.00004768372,1720.00002861023,2049.99995231628,2029.99997138977,1990.00000953674,2460.00003814697,2700.00004768372,2420.00007629395,2650.00009536743,3019.99998092651,3279.99997138977,3359.99989509583,3329.99992370605,3289.99996185303,3319.9999332428,3.01,"Carbon dioxide (CO?) emissions from fossil fuels and industry. Land use change is not included.

",(1) using less energy; and/or (2) using lower-carbon energy.
Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,45371.791,48976.452,50560.596,56281.116,62401.339,61293.905,61733.945,58829.681,61154.559,62419.674,70003.03,69280.631,69430.978,73068.642,74102.736,75389.853,80013.94,83204.23,88187.683,86229.505,86860.229,86618.207,86871.23,89137.436,90853.592,86104.827,83537.927,84436.342,78264.781,76090.25,67420,64550,58000,58380,57780,57430,58450,56990,57350,57910,54630,56280,55599.9984741211,58189.998626709,56349.9984741211,55919.9981689453,55459.9990844727,53849.9984741211,53009.9983215332,47840.0001525879,47880.0010681152,46909.9998474121,43430.0003051758,40759.9983215332,40630.0010681152,43380.0010681152,44250,46439.998626709,46400.0015258789,46380.0010681152,49.41, the industrial sector has been the main source of CO2-emitting,". Any effort
to reduce carbon emissions in transport
must therefore focus on road transport"
IBRD only,IBD,CO2 emissions (kt),EN.ATM.CO2E.KT,3686202.87467813,3522356.98708762,3552231.78721931,3740752.37484008,3952357.15617641,4213514.49670442,4475464.5809083,4553562.75815112,4810907.17393372,5156345.2306985,5659578.05446933,6065497.28363632,6391844.86633683,6726863.88228019,6954923.25200685,7422614.27897078,7803560.54169855,8205527.35199303,8674041.27803161,8876987.14667888,9075374.75762466,8953266.87503892,9313890.54648319,9555357.57024298,9845099.90359183,10516564.0066498,10783592.6021893,11107073.797599,11540474.4908709,11639002.6528515,8938244.41699019,9047190.31618418,9032910,9093840,9036320,9456710,9548160,9668880.00000001,9750530.00000001,9739860.00000001,10118490,10428930,10832730.0906181,11715600.2116427,12689549.8666838,13595019.8724046,14524470.1120593,15410040.1963815,15874240.029566,16282529.8172757,17502109.8197475,18695469.7409794,19265180.1019684,19813890.4589154,20043649.9408819,19879909.6612297,19950100.2009325,20453889.6752522,21190309.6188866,21522419.7530709,,,
IDA & IBRD total,IBT,CO2 emissions (kt),EN.ATM.CO2E.KT,3808954.89320477,3645457.32996983,3680192.92220497,3880449.53027444,4101888.39265883,4378181.03152799,4649888.49783629,4734633.48070461,5001838.66529759,5365035.81169504,5893552.20549593,6321076.69423071,6633696.88964447,6990439.72014498,7243264.16510371,7701704.79095957,8100887.50620191,8507430.01642363,8984638.77387482,9230395.72158008,9440138.97186102,9323198.06823183,9689386.04166676,9937686.41585275,10251683.9759276,10939085.3368802,11215773.491701,11546789.7596683,12013083.1602502,12084272.9257948,9360337.74313672,9485523.1424594,9473857.49364213,9529809.68523667,9460232.08957423,9893834.06352058,10013181.5193875,10143393.2952101,10242252.6044202,10245984.0881619,10645152.808744,10972799.6919014,11378117.2619875,12273401.4198965,13272981.1944732,14197332.5053642,15151121.4054609,16055027.6806542,16535877.8468382,16938488.3683522,18194932.7717004,19408236.3044858,19974488.3555254,20539980.2179714,20794173.3272542,20644895.6876821,20769907.504526,21324905.8484922,22076113.7674381,22442415.5746679,,,
IDA total,IDA,CO2 emissions (kt),EN.ATM.CO2E.KT,101210.418674966,105424.784272924,112047.471816903,125406.120907979,135395.611199833,151476.061086427,160241.831190354,167929.648484202,176914.562840727,195115.381441649,220832.255624925,243219.905849197,219002.743772167,242763.872227301,272483.050339928,251926.002267204,270167.34714303,269504.025511182,273294.434836028,327941.476774094,339964.181351343,349067.086245545,350452.954654942,355599.619816336,383571.656130792,393722.846103897,402269.034628513,406965.588682581,444206.360299201,405407.967350652,421130.477399182,437441.017241002,440082.155336526,435049.078695517,422939.49629725,436065.760177001,464100.644225408,473603.312283467,490887.296452629,505382.891795432,525898.18575976,543085.450841096,544500.990910697,556735.059209984,582206.786751094,600924.199210885,625111.299494093,643286.76185709,659876.517770789,654075.613820362,690757.720474976,710468.712492801,706855.695967757,723555.841867167,748013.946420881,762566.350265146,817554.381837684,868808.963627126,883461.733689842,917684.999465724,,,
IDA blend,IDB,CO2 emissions (kt),EN.ATM.CO2E.KT,41836.9448017611,44306.1305107267,47859.7063826801,55618.9576164918,61026.2545103096,70983.2033559545,75629.3534270609,76881.9605989135,74210.5840793503,84084.4518370661,104132.557439626,123503.232632918,132565.462070097,151929.746410471,179186.734104101,154403.006489589,171172.604545411,163759.215160978,164149.057188952,206264.777916038,214975.510442747,218567.169782447,221794.550505843,219775.040983877,238628.057090842,247396.30729381,255058.939942031,243465.932749477,273202.571375142,238883.691207547,281883.773217838,298741.773497236,310097.162409472,309797.019971263,295670.315879565,300092.414469176,319461.606481589,321602.622540812,329906.563331258,338950.855469285,355898.898480147,364242.858262354,358219.998933375,360400.007769465,376110.001444817,375710.001453757,385629.993647337,387549.99960959,393860.008850694,380259.995743632,399799.991503359,410400.001317263,397109.993308782,413879.995405675,424030.009478331,424930.004686117,453440.006643535,472440.000295639,467299.997910857,485070.00656426,,,
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,21404.279,26024.699,22995.757,22783.071,22394.369,24689.911,23395.46,24561.566,27586.841,33391.702,35822.923,38987.544,43340.273,49134.133,51260.993,53963.572,61810.952,82434.16,93933.872,95096.311,94784.616,100160.438,105407.915,104956.874,112184.531,121245.688,121740.733,123372.548,132162.347,130966.905,148530,162400,171510,185090,199180,223680,236720,261160,262700,279480,280650,302060,305640.014648438,333890.014648438,341239.990234375,342149.993896484,364470.001220703,379959.991455078,376140.014648438,391079.986572266,415519.989013672,475309.997558594,481510.009765625,447940.002441406,483910.003662109,488549.987792969,482510.009765625,517320.007324219,576989.990234375,619840.026855469,568.27,electricity use, daily activities and the number of trees that can be planted to remove their carbon impact
IDA only,IDX,CO2 emissions (kt),EN.ATM.CO2E.KT,53597.8693679503,55281.7744109277,58174.2007505509,63566.4126928714,67895.6043033554,73797.1304230296,77637.9680791356,83258.9549277794,93128.8365540278,100922.727574652,107069.087967225,110889.340772458,82802.3386735746,87810.7708618992,91651.248904474,93727.0451373132,96052.7529559243,101397.800749574,104350.837650837,117800.161154515,121202.018862878,126174.749396093,124792.585319681,130836.365506203,139879.084721987,141623.365585945,142867.82327836,156164.139688708,164503.026275176,158479.647034431,138844.793428178,138160.828928532,129248.873582396,124474.669669811,126597.666728811,135353.759862105,143978.447802883,151394.257221926,160404.973598216,165850.006267541,169344.579473228,178189.058729518,185673.624956139,195757.136306945,205498.150427622,224688.05404486,238972.189803819,255281.085650132,265576.139655455,273453.569591418,290588.491265151,299694.874022372,309456.03980105,309325.084223484,323649.520168736,337349.395856825,363822.386145582,396127.901863807,416012.871332795,432462.800790355,,,
Isle of Man,IMN,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbon dioxide (CO?) emissions from fossil fuels and industry,(1) using less energy; and/or (2) using lower-carbon energy.
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,120581.961,130402.187,143467.708,154083.673,150647.694,165972.087,171765.947,172238.99,187336.029,190724.337,195143.072,205869.047,217849.136,224343.393,231992.755,252201.592,263785.645,279051.366,283096.067,296891.321,314016.211,338838.134,349637.449,378669.088,388118.947,426673.785,457571.927,488481.07,527563.956,579008.299,563580,607230,626290,651350,685900,737860,774070,819270,836270,901330,937860,953540,985450.012207031,1011770.01953125,1085670.04394531,1136469.97070313,1215209.9609375,1336739.99023438,1424380.00488281,1564880.00488281,1659979.98046875,1756739.99023438,1909439.94140625,1972430.05371094,2147110.10742188,2158020.01953125,2195250,2320409.91210938,2451929.93164063,2456300.04882813,2411.73,Electricity is the biggest driver of India's carbon emissions due to its reliance on coal-based power plants,"Unnecessary aggressive driving, speeding, frequently braking lead to an increase in carbon footprint. i. Planting more trees, adopting greener habits such as paper bags, jute & cotton bags"
Not classified,INX,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,11180.683,12365.124,13120.526,13461.557,14231.627,13732.915,15111.707,16413.492,17821.62,18514.683,19413.098,22497.045,22053.338,22860.078,23303.785,22053.338,22295.36,23567.809,23571.476,27388.823,26255.72,26039.367,25547.989,25709.337,25529.654,26725.096,28525.593,30197.745,29842.046,30018.062,30960,31470,31510,31650,32820,33450,34820,35970,38420,39970,42530,44820,43930.0003051758,44090.0001525879,44689.998626709,46650.0015258789,47259.9983215332,46360.0006103516,45779.9987792969,40560.001373291,40189.998626709,36680.0003051758,37130.0010681152,35709.9990844727,35529.9987792969,37060.001373291,38819.9996948242,37779.9987792969,37659.9998474121,35750,32.65,Carbon dioxide mainly comes from the burning fossil fuels for energy,"Reducing emissions from the public sector by 51% by 2030 with Green Teams in every public body. Increasing land that is farmed organically to 350,000 hectares. Reducing the use of chemical nitrogen fertiliser to 325,000 tonnes per year. Reducing food waste by 50% by 2030."
"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,37392.399,36541.655,37462.072,41341.758,47560.99,53765.554,64161.499,67942.176,82404.824,83116.222,91873.018,101722.58,106115.646,129595.447,143911.415,139349.667,156643.239,163969.905,162470.102,164028.577,120900.99,112899.596,138007.545,149785.949,150658.695,160768.614,148399.823,159573.172,176115.009,191204.714,198470,219100,233650,236730,266690,271520,279810,292400,290990,323360,340450,354070,369869.995117188,389769.989013672,417660.003662109,450790.008544922,484179.992675781,514140.014648438,523049.987792969,542289.978027344,541169.982910156,552049.987792969,559119.995117188,583700.012207031,605349.975585938,599179.992675781,607210.021972656,626419.982910156,637429.992675781,630010.009765625,690.24, Fossil-fuel,"aunch carbon bourse to improve efficiency and cut emissions.
"
